Record,Name,Price1L1,Tax Rate Link,PRICE NO VAT,PRICE WITHOUT MARK UP WITHOUT VAT
1149,GFarmer Air Dried pork,6.75,1,6.75,4.73
1150,Cornish Pinks,1.99,1,1.99,1.39
1151,CF Sweets Â£1.40,1.4,3,1.17,0.82
1152,KF Wrap Â£3.80,3.8,1,3.80,2.66
1153,KF Sub Â£4.20,4.2,1,4.20,2.94
1154,Beef Meat Box,59.99,1,59.99,41.99
1155,Lamb ,0,1,0.00,0.00
1156,Christmas Pudding Small ,9.95,1,9.95,6.97
1157,Brown Long Grain Rice,1.45,1,1.45,1.02
1158,Dove GF Plain Flour,3,1,3.00,2.10
1159,Polgoon Seyval Blanc,18.5,3,15.42,10.79
1160,BM Zingy orange segments,3.95,3,3.29,2.30
1161,Turkey s'wich,4,1,4.00,2.80
1162,PLU,3.5,3,2.92,2.04
1163,Spaghetti,2.1,1,2.10,1.47
1164,PLU,14.99,3,12.49,8.74
1165,Alioli,2.99,1,2.99,2.09
1166,BM Choc Fudge/ P Brittle,4.35,3,3.63,2.54
1167,Free&Easy Soup,2.55,1,2.55,1.79
1168,Teoni All Butter S/bread,3.55,1,3.55,2.49
1169,Small pumpkin,2.25,1,2.25,1.58
1170,Bricketts New,15.99,2,15.99,11.19
1171,Fanta Lemon,1.5,3,1.25,0.88
1172,Ribena B/Currant,1.25,3,1.04,0.73
1173,PLU,4.5,1,4.50,3.15
1174,KC Fudge Bites,3.99,3,3.33,2.33
1175,Duck Fat 180g,3.99,1,3.99,2.79
1176,PLU,4,1,4.00,2.80
1177,Chicken Chip Salt,3.45,1,3.45,2.42
1178,Piri Piri Chip Salt,3.25,1,3.25,2.28
1179,Farmhouse Lemon Biscuits,1.99,1,1.99,1.39
1180,GFarmer Picnic Ham,6.75,1,6.75,4.73
1181,GFarmer Charcuterie,6.75,1,6.75,4.73
1182,GFarmer British Platter,7.49,1,7.49,5.24
1183,Ext Event Show R. C/wall,0.01,1,0.01,0.01
1184,R&P Organic Platter,4.99,1,4.99,3.49
1185,Burts Beef 150g,2.25,3,1.88,1.31
1186,TP Milkshake,2.35,1,2.35,1.65
1187,TP Strawb Milk,2.99,1,2.99,2.09
1188,CHD Rice Pudding,2.69,1,2.69,1.88
1189,Burts Beef 150g,2.25,3,1.88,1.31
1190,CSC Curry Sauces,4.99,1,4.99,3.49
1191,Corned Beef,0,1,0.00,0.00
1192,Delphi Stuffed Peppers,2.89,1,2.89,2.02
1193,Furniss- Strawb,3.6,1,3.60,2.52
1194,Furniss- Fairings,3.2,1,3.20,2.24
1195,Balti Sauce,4.99,1,4.99,3.49
1196,25kg Maris Peer,12.5,1,12.50,8.75
1197,PLU,2.99,1,2.99,2.09
1198,Folkingtons 250ml,1.99,3,1.66,1.16
1199,PLU,3.5,3,2.92,2.04
1200,Beef Tomatoes,2.2,1,2.20,1.54
1201,Cornish Tea Fusion,4.05,1,4.05,2.84
1202,Niles Yule Log,7.1,1,7.10,4.97
1203,PLU,0,1,0.00,0.00
1204,Braising Steak JK,0,1,0.00,0.00
1205,Chinese Pork Steak,0,1,0.00,0.00
1206,Bacon Sm Pearces,0,1,0.00,0.00
1207,Bacon Unsm Pearces,0,1,0.00,0.00
1208,Quiche Any,2.85,1,2.85,2.00
1209,Pimms & Lemonade,1.99,3,1.66,1.16
1210,Coconut macaroon Mrs C,1.7,1,1.70,1.19
1211,Flour Tortillas,1.85,1,1.85,1.30
1212,Sunflower,3.99,1,3.99,2.79
1213,Orange Juiceburst,2.15,3,1.79,1.25
1214,Lipton ice tea Lemon,1.85,3,1.54,1.08
1215,Oasis Summer Fruits,1.95,3,1.63,1.14
1216,Lucozade Still Orange,1.5,3,1.25,0.88
1217,Diet Coke,0.9,3,0.75,0.53
1218,Coke,1.5,3,1.25,0.88
1219,FeverTree Light Tonic,2.49,3,2.08,1.45
1220,SF Rhub&Custard,1.2,1,1.20,0.84
1221,Blackberries,3.45,1,3.45,2.42
1222,Furniss Ginger & Choc,3.2,1,3.20,2.24
1223,1kg Bag Wilja,1.2,1,1.20,0.84
1224,PLU,2.99,1,2.99,2.09
1225,SDC Apple Jelly,4.35,1,4.35,3.05
1226,Beetroot Relish,3.79,1,3.79,2.65
1227,Cookie/Brownie Jar,9.99,1,9.99,6.99
1228,Callestick Seasalt 500ml,4.99,1,4.99,3.49
1229,Discounted Chips,0.99,1,0.99,0.69
1230,Burts S&S Popcorn,0.99,3,0.83,0.58
1231,Kimchi,7.5,1,7.50,5.25
1232,PLU,1.4,1,1.40,0.98
1233,Porth Pilsner,3.5,3,2.92,2.04
1234,Cawston Press Kids-A+M,1.1,3,0.92,0.64
1235,Choc Coins,2.25,3,1.88,1.31
1236,FH Xmas Tin 450g (Lrg),10.49,1,10.49,7.34
1237,FH Xmas Cat Tin 225g,7.49,1,7.49,5.24
1238,Guinness Mini Pint Chocs,6.75,3,5.63,3.94
1239,Lady Scarlett,4.2,1,4.20,2.94
1240,PLU,5.99,3,4.99,3.49
1241,PLU,5.99,3,4.99,3.49
1242,ECover Multi Purpose,2.7,3,2.25,1.58
1243,ECover Toilet Cleaner,2.55,3,2.13,1.49
1244,PLU,0,1,0.00,0.00
1245,PLU,0,1,0.00,0.00
1246,PLU,0,1,0.00,0.00
1247,PLU,1.2,3,1.00,0.70
1248,Cornish Strawberries SML,2.5,1,2.50,1.75
1249,Raspberries 125g,2.45,1,2.45,1.72
1250,25kg Marfona WASHED,8.99,1,8.99,6.29
1251,Xmas Spiced AD Gin 35CL,29,3,24.17,16.92
1252,AD Xmas Vodka 35cl,29,3,24.17,16.92
1253,Furniss CC Shortbre,3.6,1,3.60,2.52
1254,Meatball Sauce,2.65,1,2.65,1.86
1255,Prawn Cocktail Burts 40g,0.99,3,0.83,0.58
1256,Honey Mustard CL BBQ ,5.3,1,5.30,3.71
1257,CL Smoky BBQ Sauce,3.79,1,3.79,2.65
1258,Korma,2.24,1,2.24,1.57
1259,Chilli Con Carne  40g,1,1,1.00,0.70
1260,Creamy Chicken Herb 40g ,1.99,1,1.99,1.39
1261,Cracked Peppercorn Sauce,1.99,1,1.99,1.39
1262,Kernow Billionaires Shor,3.5,3,2.92,2.04
1263,PLU,3.6,3,3.00,2.10
1264,Romanesco,2.4,1,2.40,1.68
1265,Tiptree Mango Chutney,2.65,1,2.65,1.86
1266,PLU,14.99,3,12.49,8.74
1267,All Tinned Soup,2.6,1,2.60,1.82
1268,PLU,4.5,1,4.50,3.15
1269,Ham s'wich,4,1,4.00,2.80
1270,PLU,4,1,4.00,2.80
1271,Burts Lentil Crisps,0.99,3,0.83,0.58
1272,8Track - 5cl,6.5,3,5.42,3.79
1273,8Track - 70cl,36,3,30.00,21.00
1274,8Track Gift Box,45,3,37.50,26.25
1275,Plain Flour,1.99,1,1.99,1.39
1276,Burts S'n'P 150g,2.25,3,1.88,1.31
1277,Winter Mix,1.2,1,1.20,0.84
1278,1kg New Maris Piper,1.25,1,1.25,0.88
1279,25kg Maris Piper,13.99,1,13.99,9.79
1280,G&B Hot Chocolate,4.99,1,4.99,3.49
1281,SD Habanero Salsa,3.75,1,3.75,2.63
1282,Fentimans Ginger Beer,2.29,3,1.91,1.34
1283,Gouda Italian Herbs,4.99,1,4.99,3.49
1284,Bisto (all),1.99,1,1.99,1.39
1285,Granola Fruit Muesli 1kg,4,1,4.00,2.80
1286,48 Firelighters,2.05,2,2.05,1.44
1287,Meor,3.5,3,2.92,2.04
1288,PLU,2.25,3,1.88,1.31
1289,Snowman Choc Lolly,1.8,3,1.50,1.05
1290,Baileys Cake Bar,3.99,3,3.33,2.33
1291,Cinnamon Sticks,0.99,1,0.99,0.69
1292,Teoni Mixed Selection,6.99,3,5.83,4.08
1293,FT Ginger Beer 200ml,1.25,1,1.25,0.88
1294,FT Blood Org Soda 200ml,1.25,1,1.25,0.88
1295,FT Rasp&Rose Soda 200ml,1.25,1,1.25,0.88
1296,Aero Snowbubbles,1.19,3,0.99,0.69
1297,Veg Oil,2.99,1,2.99,2.09
1298,Cheese Sauce 75g,0.75,1,0.75,0.53
1299,Purdey's,1.75,1,1.75,1.23
1300,Sunny but cool,0.01,1,0.01,0.01
1301,Accident,0.01,1,0.01,0.01
1302,Bank Holiday Opening Hou,0.01,1,0.01,0.01
1303,Road works,0.01,1,0.01,0.01
1304,Mainly locals,0.01,1,0.01,0.01
1305,Mainly tourists,0.01,1,0.01,0.01
1306,Blend of L + T ,0.01,1,0.01,0.01
1307,Storm,0.01,1,0.01,0.01
1308,Snow,0.01,1,0.01,0.01
1309,Extreme Weather Cond,0.01,1,0.01,0.01
1310,Varied Weather OK Day,0.01,1,0.01,0.01
1311,Sunny,0.01,1,0.01,0.01
1312,V Cold,0.01,1,0.01,0.01
1313,V Wet,0.01,1,0.01,0.01
1314,V Windy ,0.01,1,0.01,0.01
1315,Too hot to shop,0.01,1,0.01,0.01
1316,Too bad to come out,0.01,1,0.01,0.01
1317,Varied Weather Exc Day,0,1,0.00,0.00
1318,Varied Weather Bad Day,0.01,1,0.01,0.01
1319,Busy because of soc med,0.01,1,0.01,0.01
1320,Busc because of specifc ,0.01,1,0.01,0.01
1321,BBQ Central,0.01,1,0.01,0.01
1322,Sunday Roasting,0.01,1,0.01,0.01
1323,"Dry,dull,cool.",0.01,1,0.01,0.01
1324,Cloudy,0.01,1,0.01,0.01
1325,Ext Event Sporting,0.01,1,0.01,0.01
1326,Luxury F&N Mix,2.4,1,2.40,1.68
1327,PLU,3.5,3,2.92,2.04
1328,Pigs in blankets indÂ£,0,1,0.00,0.00
1329,Cornish Pickled Onions,4.29,1,4.29,3.00
1330,PLU,0.99,1,0.99,0.69
1331,PLU,1.2,1,1.20,0.84
1332,Berries Mix 250g,3.3,1,3.30,2.31
1333,Brandy Clotted Cream,4.85,1,4.85,3.40
1334,1pint Whole milk (Blue),1,1,1.00,0.70
1335,Mrs D Tartare,2.95,1,2.95,2.07
1336,64 Firelighters,2.99,3,2.49,1.74
1337,Cornish Coffee Beans227g,6.99,1,6.99,4.89
1338,Crimbles Jam Rings,2.09,1,2.09,1.46
1339,Kefir Straw&Peach Can,1.7,3,1.42,0.99
1340,SD Chilli Chutney,4.95,1,4.95,3.47
1341,Discount Charcuterie,4,1,4.00,2.80
1342,PC Steak Pasty 4 Frozen,11,1,11.00,7.70
1343,PC Che+on Pasty 4 Frozen,11,1,11.00,7.70
1344,PC Bacon Turnover 4 Froz,7.5,1,7.50,5.25
1345,PC Sausage Roll 4 Froz,6,1,6.00,4.20
1346,PLU,0.99,1,0.99,0.69
1347,PLU,0,1,0.00,0.00
1348,Pomegranate,1.25,1,1.25,0.88
1349,PLU,2.5,3,2.08,1.46
1350,Garlic Yarg,0,1,0.00,0.00
1351,Dove Self raising,1.8,1,1.80,1.26
1352,RM Fine White Sugar 500g,1.3,1,1.30,0.91
1353,RM Soft Brown Sugar 500g,1.55,1,1.55,1.09
1354,Mrs C Deeply Dipped,2.25,1,2.25,1.58
1355,Dairy Milk Bar,0.75,3,0.63,0.44
1356,PLU,4.5,1,4.50,3.15
1357,Pancake Mix,1.69,1,1.69,1.18
1358,Raisins 250g,1.95,1,1.95,1.37
1359,Boddingtons blackberry 3,5.25,1,5.25,3.68
1360,Boddingtons raspberry 34,5.3,1,5.30,3.71
1361,Boddingtons 340g,5.3,1,5.30,3.71
1362,Dried Straw Sliced,2.2,1,2.20,1.54
1363,PLU,1.1,1,1.10,0.77
1364,PLU,1.6,1,1.60,1.12
1365,Bearnaise ,4.45,1,4.45,3.12
1366,Tomato Puree,1.99,1,1.99,1.39
1367,Red Grapes,6.6,1,6.60,4.62
1368,Green Grapes,3.5,1,3.50,2.45
1369,Burts C&C Lentil Crisps,0.99,3,0.83,0.58
1370,PLU,4,1,4.00,2.80
1371,Cornish Gouda Mature,5.99,1,5.99,4.19
1372,PC Vegan Pasty x 4 ,11,1,11.00,7.70
1373,CL Ale Chutney,4.25,1,4.25,2.98
1374,Twix,0.75,3,0.63,0.44
1375,Nutella,1.9,3,1.58,1.11
1376,1kg Granulated Sugar,1.4,1,1.40,0.98
1377,PLU,1.2,3,1.00,0.70
1378,PLU,3.95,3,3.29,2.30
1379,Crowning Royale,7.5,3,6.25,4.38
1380,SeaChange Pays d'oc,12.5,3,10.42,7.29
1381,PLU,1.6,3,1.33,0.93
1382,PLU,3.5,3,2.92,2.04
1383,PLU,2.99,1,2.99,2.09
1384,PLU,1,1,1.00,0.70
1385,PLU,1,1,1.00,0.70
1386,PLU,1,1,1.00,0.70
1387,SDC Extreme Chilli Choc,4.4,1,4.40,3.08
1388,CL Caramel SS Sauce,4.2,1,4.20,2.94
1389,PLU,1.15,3,0.96,0.67
1390,PLU,3.5,1,3.50,2.45
1391,PLU,3.5,1,3.50,2.45
1392,PLU,2.99,1,2.99,2.09
1393,Sour Dough,3.5,1,3.50,2.45
1394,GFarmer Air Dried Ham,6.95,1,6.95,4.87
1395,Barrel Aged Vodka 5cl,6,3,5.00,3.50
1396,PLU,0.01,1,0.01,0.01
1397,Banana chips,0.9,1,0.90,0.63
1398,PLU,3,1,3.00,2.10
1399,Fionagh's Sourdough,2.85,1,2.85,2.00
1400,JK Burger OP,0,1,0.00,0.00
1401,Cotteswold Dbl Cream,1.45,1,1.45,1.02
1402,Satsuma,3.75,1,3.75,2.63
1403,Pork Steaks,0,1,0.00,0.00
1404,Minted Lamb Steak,0,1,0.00,0.00
1405,Lime Cordial,5.79,3,4.83,3.38
1406,HB Jail Ale Mustard,2.5,1,2.50,1.75
1407,FB Balsamic,3.25,1,3.25,2.28
1408,HB Hot Garlic Chutney,3.4,1,3.40,2.38
1409,PLU,0,1,0.00,0.00
1410,SDCF Chilli Choc 80g,5.75,3,4.79,3.35
1411,PLU,2.15,1,2.15,1.51
1412,Teoni GF Cranberry,3.95,1,3.95,2.77
1413,PLU,0,1,0.00,0.00
1414,PLU,0,1,0.00,0.00
1415,PLU,0,1,0.00,0.00
1416,PLU,0,1,0.00,0.00
1417,Chinese Glazed Chick,0,1,0.00,0.00
1418,Sparerib Pork Steaks,0,1,0.00,0.00
1419,PLU,0,1,0.00,0.00
1420,Farm Shop Guide,12.99,3,10.83,7.58
1421,PLU,0,1,0.00,0.00
1422,Distillers Cut Gin,45,3,37.50,26.25
1423,PLU,0,1,0.00,0.00
1424,PLU,0,1,0.00,0.00
1425,PLU,0,1,0.00,0.00
1426,PLU,3.5,3,2.92,2.04
1427,PLU,1.4,3,1.17,0.82
1428,RM Soft Rich BSugar 500g,1.25,1,1.25,0.88
1429,Moofree Kids Fizzy,0.72,3,0.60,0.42
1430,Furniss Love Cookie,2.35,3,1.96,1.37
1431,Boddington Cherry,3.5,3,2.92,2.04
1432,Sour Dough Sliced,3.4,1,3.40,2.38
1433,Humid-close,0.01,1,0.01,0.01
1434,CL Bloody Mary,4.25,1,4.25,2.98
1435,PLU,1.6,1,1.60,1.12
1436,PLU,1.2,1,1.20,0.84
1437,Black Pepper sesame,1.55,1,1.55,1.09
1438,PLU,1.8,1,1.80,1.26
1439,PLU,1.2,1,1.20,0.84
1440,Herbs Provence,0.99,1,0.99,0.69
1441,Mixed Herbs,0.99,1,0.99,0.69
1442,PLU,1.6,1,1.60,1.12
1443,PLU,1.6,1,1.60,1.12
1444,Sage,1.6,1,1.60,1.12
1445,PLU,1.6,1,1.60,1.12
1446,SD Chilli Jam,4.35,1,4.35,3.05
1447,FreezeDried Blackberries,1.95,1,1.95,1.37
1448,Steak & Kidney Pie,3.2,1,3.20,2.24
1449,CF Sweets Â£2.40,2.4,3,2.00,1.40
1450,CF Sweets Â£1.55,1.55,3,1.29,0.90
1451,Seaberry Vitamin C,3.95,3,3.29,2.30
1452,Cos lettuce,2.99,1,2.99,2.09
1453,PLU,2.99,1,2.99,2.09
1454,Goose egg,4,1,4.00,2.80
1455,Discount scratchings,7.5,1,7.50,5.25
1456,Stupidly strong ground c,5.99,1,5.99,4.19
1457,Beetroot Hummus,2.95,1,2.95,2.07
1458,3 Bean Salad,2.65,1,2.65,1.86
1459,Tabouli,2.65,1,2.65,1.86
1460,Aubergine Dip,2.65,1,2.65,1.86
1461,Cornish crumbly,0,1,0.00,0.00
1462,Cornish Smuggler,0,1,0.00,0.00
1463,CK Chipotle,4.5,1,4.50,3.15
1464,Cowlick creamery vanilla,1.99,1,1.99,1.39
1465,Cowlick creamery seasalt,1.99,1,1.99,1.39
1466,Edamame Salad,2.65,1,2.65,1.86
1467,Lemon & Lime Posset,2.85,3,2.38,1.66
1468,PLU,0,1,0.00,0.00
1469,Salt Caramel Potts,2.95,3,2.46,1.72
1470,Chilli Bread Dipper,6,1,6.00,4.20
1471,Lemon Bread Dipper,6,1,6.00,4.20
1472,Darlington Toffee Apple,3.5,3,2.92,2.04
1473,Lemon Shandy,2.3,3,1.92,1.34
1474,Earthbound spinach,3.15,1,3.15,2.21
1475,Earthbound spring mix,4.5,1,4.50,3.15
1476,PLU,2.5,1,2.50,1.75
1477,25kg Unwashed melody,11.99,1,11.99,8.39
1478,12.5kg Unwashed melody,7.99,1,7.99,5.59
1479,PPC Seasalt 1.5L,13,1,13.00,9.10
1480,PPC Salt and pepper 55g,1.5,1,1.50,1.05
1481,Treacle Toffee's,1.8,3,1.50,1.05
1482,Choc Pumpkins,1.9,3,1.58,1.11
1483,PLU,4,1,4.00,2.80
1484,PLU,3.5,1,3.50,2.45
1485,SS The Festive One,4.5,1,4.50,3.15
1486,SS Smoky one,4.5,1,4.50,3.15
1487,SS F'ing Hot One,4.5,1,4.50,3.15
1488,10kg Washed Maris Peer,4.99,1,4.99,3.49
1489,Burts sweet chilli 150g,2.25,3,1.88,1.31
1490,PLU,0,1,0.00,0.00
1491,Loose Tomatoes,1.54,1,1.54,1.08
1492,Focaccia,3.7,1,3.70,2.59
1493,Mrs P/Pot Pickled Onions,4.6,1,4.60,3.22
1494,PLU,3.5,1,3.50,2.45
1495,PLU,3.5,1,3.50,2.45
1496,Reduced Beer/Ale,1.5,3,1.25,0.88
1497,Kernow Sea life ,3.5,3,2.92,2.04
1498,Football,0.01,1,0.01,0.01
1499,PLU,3.5,1,3.50,2.45
1500,Flower&White Meringues,4.95,3,4.13,2.89
1501,Yeo Valley Yoghurt,2.4,1,2.40,1.68
1502,Sml TP Choc Milk,1.55,1,1.55,1.09
1503,Sml TP Straw Milk,1.55,1,1.55,1.09
1504,PLU,4.5,1,4.50,3.15
1505,PLU,4,1,4.00,2.80
1506,Popti Snaps Beetroot&car,3.2,1,3.20,2.24
1507,Popti Snaps BM&Oat,3.2,1,3.20,2.24
1508,Popti Snaps Black Pepper,3.2,1,3.20,2.24
1509,Popti Snaps Multiseed,3.2,1,3.20,2.24
1510,FF Dark Choc Cherry Sour,4.99,3,4.16,2.91
1511,Strawberries,1.2,1,1.20,0.84
1512,Kernow chocolate (All),3.5,3,2.92,2.04
1513,Moo-Free Salt Caramel,2.19,3,1.83,1.28
1514,Alma De Chile chardonnay,13.5,3,11.25,7.88
1515,Beef lasagne for 2,8.5,1,8.50,5.95
1516,Fish pie for 2,9.5,1,9.50,6.65
1517,Cottage pie for 2,8.3,1,8.30,5.81
1518,Beef Bourguignon for 1,5.3,1,5.30,3.71
1519,Sticky toffee pud for 2,4.3,1,4.30,3.01
1520,Vegan Marshmallows,2.35,3,1.96,1.37
1521,Nairns Rosemary & SS,2.75,1,2.75,1.93
1522,XXL Pickled Onions,12.99,1,12.99,9.09
1523,Auntys Puddings,2.2,1,2.20,1.54
1524,Mrs Crimbles Caramel,1.85,1,1.85,1.30
1525,Gingerbread - Halloween,1.75,1,1.75,1.23
1526,GFarmer Salami Select,6.95,1,6.95,4.87
1527,Teoni strawb&cream,2.99,1,2.99,2.09
1528,Gunner Saint,2.99,1,2.99,2.09
1529,Gunner Sinner,3.99,3,3.33,2.33
1530,BM Irish Cream Fudge,3,3,2.50,1.75
1531,BM Candy Cane Fudge,3,3,2.50,1.75
1532,Filberts Truf/Gar Nuts,3.5,3,2.92,2.04
1533,Filberts OrangeChoc Nuts,3.5,3,2.92,2.04
1534,Kernow Xmas Mulled Punch,3.5,3,2.92,2.04
1535,Kernow Xmas S.Apple Crum,3.5,3,2.92,2.04
1536,Keltek Gift Box,15,3,12.50,8.75
1537,Furniss Xmas Ginger box,2.99,1,2.99,2.09
1538,Furniss Xmas CC Box,2.99,1,2.99,2.09
1539,Delphi Couscous Salad,2.65,1,2.65,1.86
1540,Teoni Xmas Pud Dipped,4.75,3,3.96,2.77
1541,Maple Syrup,4.79,1,4.79,3.35
1542,Fevertree Ginger Ale 500,2.49,3,2.08,1.45
1543,WC Beetroot Biscuits,1.95,1,1.95,1.37
1544,Jelly Pops,0.79,3,0.66,0.46
1545,Gingerbread Jack,0.95,1,0.95,0.67
1546,PLU,1.2,1,1.20,0.84
1547,PLU,1.2,1,1.20,0.84
1548,PLU,1.2,1,1.20,0.84
1549,Roasting Salt,3.25,1,3.25,2.28
1550,PLU,0,1,0.00,0.00
1551,Longley Double Cream 250,1.9,1,1.90,1.33
1552,Barrel Aged Vodka,44,3,36.67,25.67
1553,Barrel Aged Spiced Gin,47,3,39.17,27.42
1554,Chocolate fudge,3.5,3,2.92,2.04
1555,BM Mince Pie Fudge,2.95,3,2.46,1.72
1556,FLYERS Strawberry,1.59,3,1.33,0.93
1557,Kernow Xmas Pudding Choc,1,3,0.83,0.58
1558,12.5kg Axona,4.99,1,4.99,3.49
1559,CL caramel sauce,4.5,1,4.50,3.15
1560,Polgoon Mulled Wine,9.99,3,8.33,5.83
1561,Gourmico Pickling Spice,1.39,1,1.39,0.97
1562,FT Rasp Rose Lemonade500,2.49,3,2.08,1.45
1563,Judes Strawberry Coulis,1.79,1,1.79,1.25
1564,Garlic Farm Puree,3.69,1,3.69,2.58
1565,Helford Blue,2,1,2.00,1.40
1566,Helford Camembert,2,1,2.00,1.40
1567,Helford Sunrise,5.9,1,5.90,4.13
1568,Quickes Extra Mature,5.99,1,5.99,4.19
1569,Smoked Cheddar ,5.25,1,5.25,3.68
1570,Truffler Hunter ,7.99,1,7.99,5.59
1571,Bird Food,3,1,3.00,2.10
1572,FreePromoXmasPudVod5cl,0,3,0.00,0.00
1573,FreePromoXmas Gin5cl,0,3,0.00,0.00
1574,FREE HOT DRINK No 10,0,1,0.00,0.00
1575,Gluten Free Xmas Hamper,30,1,30.00,21.00
1576,Drivers Pickling Vinegar,2.5,1,2.50,1.75
1577,Pott's Brandy dessert s,0.99,1,0.99,0.69
1578,Burts 150g Cheese&Onion,2.25,3,1.88,1.31
1579,PLU,2.5,1,2.50,1.75
1580,PLU,2.5,1,2.50,1.75
1581,1kg bag Axona,1,1,1.00,0.70
1582,Veg Lasagne for 2,8.75,1,8.75,6.13
1583,F&W Meringue Bites,3.99,3,3.33,2.33
1584,Willy's Kombucha&ACV,2.15,1,2.15,1.51
1585,Sml Banana TP Milk,1.55,1,1.55,1.09
1586,LRG Salt Cara TP Milk,1.55,1,1.55,1.09
1587,Celeriac,1.8,1,1.80,1.26
1588,PLU,0,1,0.00,0.00
1589,Mrs D's Cranberry sauce,2.9,1,2.90,2.03
1590,Teoni Dark Choc & H/comb,5.75,3,4.79,3.35
1591,Toilet Roll,2.59,1,2.59,1.81
1592,Bin Bags,1.99,1,1.99,1.39
1593,Peeled potaoes 1.5kg,2.5,1,2.50,1.75
1594,PC Veg Pasty 4 Froz,11,1,11.00,7.70
1595,PLU,0,1,0.00,0.00
1596,Sourdough Rolls (2 pack),1.8,1,1.80,1.26
1597,FeverTree Can Ginger,1,1,1.00,0.70
1598,PLU,2.99,1,2.99,2.09
1599,PLU,1.99,1,1.99,1.39
1600,Lindt Bears 10g (Small),0.5,3,0.42,0.29
1601,Sea Salt LRG,5.6,1,5.60,3.92
1602,Damp,0.01,1,0.01,0.01
1603,Furniss Gingerbread,3.2,1,3.20,2.24
1604,Black Friday WKD,0.01,1,0.01,0.01
1605,PLU,0,1,0.00,0.00
1606,Brown Lentils,1.25,1,1.25,0.88
1607,GFarmer Dried Belly,6.75,1,6.75,4.73
1608,Willie's Cacao Hot Choc,6.99,1,6.99,4.89
1609,FF Natural Mixed Nuts,4.99,1,4.99,3.49
1610,WCL Nibbles,3.75,1,3.75,2.63
1612,WCL Wafers,4,1,4.00,2.80
1613,WCL Straws,3.95,1,3.95,2.77
1614,WCL Biscuits,2.8,1,2.80,1.96
1615,Mistletoe,2.25,1,2.25,1.58
1616,PLU,2.99,1,2.99,2.09
1617,PLU,2.99,1,2.99,2.09
1618,PLU,2.99,1,2.99,2.09
1619,PLU,1.2,3,1.00,0.70
1620,Cranberry Sauce 340g,3.25,1,3.25,2.28
1621,Kernow mint spoon,2.25,3,1.88,1.31
1622,Kernow Caramel Spoon,1.9,1,1.90,1.33
1623,Turkish Delight,4.85,3,4.04,2.83
1624,Distillery Gift Box,5,1,5.00,3.50
1625,1kg Bag Washed Melody,1.2,1,1.20,0.84
1626,Cocktails,7.5,3,6.25,4.38
1628,single frozen pasty,2.75,1,2.75,1.93
1629,Turkish delight,4.85,3,4.04,2.83
1631,Delphi Stuffed Vine Leaf,3,1,3.00,2.10
1632,Delphi S/Ripe Toms,3,1,3.00,2.10
1633,CL M/Wine & Cran Relish,4.5,1,4.50,3.15
1634,Mixed Peppers,8.55,1,8.55,5.99
1635,PLU,0,1,0.00,0.00
1636,PLU,0,1,0.00,0.00
1637,Moo Free Mini Choc Bar,0.9,3,0.75,0.53
1638,LH GF Cara Onion Houmous,2.99,1,2.99,2.09
1639,PY Sourdough Flatbread,2.95,1,2.95,2.07
1640,Lemon Juice,1.25,1,1.25,0.88
1641,Teoni White Choc & Rasp,5.6,1,5.60,3.92
1642,Organic Golden Syrup,4.85,1,4.85,3.40
1643,Organic Baked Beans,1.9,1,1.90,1.33
1644,PLU,3.3,1,3.30,2.31
1645,PLU,3.3,1,3.30,2.31
1646,PLU,3.3,1,3.30,2.31
1647,PLU,3.4,1,3.40,2.38
1648,PLU,3.8,1,3.80,2.66
1649,PLU,3.8,1,3.80,2.66
1650,SD Jalapeno Salsa,3.75,1,3.75,2.63
1651,Wreath Large,19.5,1,19.50,13.65
1652,Bouillon Cubes,1.6,1,1.60,1.12
1653,Yule Log,9,1,9.00,6.30
1654,Saffron Cake,6.4,1,6.40,4.48
1655,Nescafe instant,3.49,1,3.49,2.44
1656,PLU,3.3,1,3.30,2.31
1658,PLU,2.8,1,2.80,1.96
1659,PLU,2.4,1,2.40,1.68
1660,PLU,3.5,1,3.50,2.45
1661,PLU,3.5,1,3.50,2.45
1662,PLU,3.6,1,3.60,2.52
1663,PLU,3.4,1,3.40,2.38
1664,PLU,3.4,1,3.40,2.38
1665,PLU,3,1,3.00,2.10
1666,PLU,3.4,1,3.40,2.38
1667,PLU,3.5,1,3.50,2.45
1668,Muller Unsalted,0.99,1,0.99,0.69
1669,Butternut misc Â£1,1,1,1.00,0.70
1670,Carrots misc Â£1,1,1,1.00,0.70
1671,Parsnips misc Â£1,1,1,1.00,0.70
1672,Swede misc Â£1,1,1,1.00,0.70
1673,Leeks misc Â£1,1,1,1.00,0.70
1674,Broccoli misc Â£1,1,1,1.00,0.70
1675,Banana's misc Â£1,1,1,1.00,0.70
1676,FeverTree Can Lime Soda,1,1,1.00,0.70
1677,Sunflower oil,2.99,1,2.99,2.09
1678,Fruitina Snacks,0.75,3,0.63,0.44
1679,Lazy Lemon Juice,1.25,1,1.25,0.88
1680,Organic Apricots,1.45,1,1.45,1.02
1681,Street Food Soup ,1.5,1,1.50,1.05
1683,PLU,2.99,1,2.99,2.09
1684,PLU,2.99,1,2.99,2.09
1685,PLU,2.99,1,2.99,2.09
1686,PLU,2.99,1,2.99,2.09
1687,PLU,2.99,1,2.99,2.09
1688,Pork & Cider Pie,3.35,1,3.35,2.35
